1.0,2
Planet1,Planet,-974.1923901177468,182.44806073287782,3.681618225242526,19.658221873902075,4.596478703009117
Planet2,Planet,965.4199390425761,-306.49365185403735,-6.051782319419048,-19.062421954158054,4.078550327280148
Planet3,Planet,341.3850268647366,-517.3101137844951,-16.692776289711773,-11.015952965660137,6.140691970033765
Planet4,Planet,-47.5649887635052,499.77418489975844,19.910031808263398,1.8948966710455983,5.517154331949443
Planet5,Planet,-429.72892850651976,922.8742069701907,18.130776159736605,8.442449635356239,6.056143055628835
Planet6,Planet,538.856940651383,-7.444523943137597,-0.2762816262626347,-19.998091620526935,4.947092564444493
Planet7,Planet,471.93762289825327,-869.2655686615365,-17.57663962118964,-9.542627501208809,6.2048281551324385
Planet8,Planet,529.3781701815049,-987.2138768936785,-17.625781027514833,-9.4515524211686,5.045265285376875
Planet9,Planet,21.126477676365766,974.837714618759,19.995304989182582,-0.4333340392470305,6.618803331386149
Planet10,Planet,353.27011122234717,-422.0611435092268,-15.336645097972102,-12.836951240027682,2.0634299906574665
Planet11,Planet,-905.9021183686573,-344.61838557636065,-7.111126876316521,18.693096975860602,5.465979746794641
Planet12,Planet,857.2424313200765,184.32505512219313,4.204325142993861,-19.553098222327574,6.065426485994297
Planet13,Planet,-952.8946985336227,-984.8735257285907,-14.373564946984647,13.906855529371628,6.213700152175487
Planet14,Planet,223.87458052147576,695.9477509714145,19.03915932792261,-6.124574441214468,5.352936759658289
Planet15,Planet,442.78346995783,476.949790784935,14.657378794275658,-13.60739677091538,6.273870672610882
Planet16,Planet,-708.7623357209112,-655.3783995352856,-13.578307617099366,14.684330500755605,7.2237788003558485
Planet17,Planet,-462.8911574653598,-655.8027499104253,-16.33969099251504,11.533191157226291,7.209051985825072
Planet18,Planet,191.149604606901,-176.12421181375782,-13.552236053257728,-14.708395492261602,3.895045469351671
Planet19,Planet,662.4567093685073,636.0183843687057,13.851315907803713,-14.427094219634936,9.956051667681757
Planet20,Planet,-545.9275785692914,922.6962588914942,17.212825118631944,10.184235436958094,6.416341444201596
Planet21,Planet,-206.071516739956,-224.27536738424078,-14.727183822338333,13.531816458371583,2.1432851063306284
Planet22,Planet,-692.2592015254461,389.830006809143,9.813527075177708,17.426838105197223,6.068000499606461
Planet23,Planet,48.197742717401525,-121.83552118843431,-18.597637236764697,-7.35716584084545,9.836047993350434
Planet24,Planet,52.714880086728954,-260.6897792198897,-19.603226211820754,-3.9640285175795245,2.3169491474272013
Planet25,Planet,37.01180798571704,133.18500068597632,19.269762048310387,-5.355022931930042,5.319701670549302
